CNPJ;Razão Social;Código da categoria;Descrição da categoria;Código da atividade;Descrição da atividade;Data de início da atividade;Data de término da atividade;Potenc. de Pol. da atividade;Município;Estado;Latitude;Longitude;Situação cadastral;Última Atualização Relatório
07557445000116;COLLOUR JEANS LAVANDERIA LTDA;11;Indústria Têxtil, de Vestuário, Calçados e Artefatos de Tecidos;3;Tingimento, estamparia e outros acabamentos em peças do vestuário e artigos diversos de tecidos;01/01/2005;03/10/2008;Médio;CARUARU;PERNAMBUCO;;;Encerrado;21/03/2026 20:27
07557501000112;I. CHAGAS DE OLIVEIRA SILVA MERCADINHO ME;20;Uso de Recursos Naturais;9;Consumo de madeira, lenha ou carvão vegetal;20/07/2005;29/06/2018;...;CONDADO;PERNAMBUCO;-7,601789;-35,085158;Encerrado;21/03/2026 20:27
07557501000112;I. CHAGAS DE OLIVEIRA SILVA MERCADINHO ME;20;Uso de Recursos Naturais;73;consumo de madeira, lenha e carvão vegetal - panificadora;20/07/2005;29/06/2018;...;CONDADO;PERNAMBUCO;-7,601789;-35,085158;Encerrado;21/03/2026 20:27
07557501000112;I. CHAGAS DE OLIVEIRA SILVA MERCADINHO ME;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;48;Consumo industrial de madeira, de lenha e de carvão vegetal - Lei nº 12.651/2012: art. 34;29/06/2018;02/05/2019;...;CONDADO;PERNAMBUCO;-7,601789;-35,085158;Encerrado;21/03/2026 20:27
07559571000100;AGRESTE QUIMICA COMERCIO DE PRODUTOS QUIMICOS LTDA;18;Transporte, Terminais, Depósitos e Comércio;7;Comércio de produtos químicos e produtos perigosos;29/08/2006;05/06/2015;Alto;CARUARU;PERNAMBUCO;0,0;0,0;Encerrado;21/03/2026 20:27
07563977000166;HIPER MERCADO DE ALIMENTOS LTDA;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;3;Utilização de substâncias controladas - Protocolo de Montreal;29/08/2005;;...;JABOATAO DOS GUARARAPES;PERNAMBUCO;;;Suspenso para Averiguações - dados cadastrais inconsistentes e_ou recadastramento;21/03/2026 20:27
07564053000184;M AR COND PECAS & SERVICOS LTDA;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;1;Reparação de aparelhos de refrigeração;10/08/2005;16/02/2018;...;RECIFE;PERNAMBUCO;-8,038833;-34,891419;Encerrado;21/03/2026 20:27
07564053000184;M AR COND PECAS & SERVICOS LTDA;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;3;Utilização de substâncias controladas - Protocolo de Montreal;05/02/2007;09/02/2015;...;RECIFE;PERNAMBUCO;-8,038833;-34,891419;Encerrado;21/03/2026 20:27
07566591000108;guillac com e serviços ltda me;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;2;reparação de maquinas, aparelhos e equipamentos;18/08/2005;11/04/2013;...;OLINDA;PERNAMBUCO;;;Encerrado;21/03/2026 20:27
07567551000180;CLEITON MARQUES DE OLIVEIRA;16;Indústria de Produtos Alimentares e Bebidas;3;Fabricação de conservas;30/08/2005;;Médio;PAULISTA;PERNAMBUCO;;;Suspenso para Averiguações - dados cadastrais inconsistentes e_ou recadastramento;21/03/2026 20:27
07567551000180;CLEITON MARQUES DE OLIVEIRA;16;Indústria de Produtos Alimentares e Bebidas;9;Fabricação de fermentos e leveduras;30/08/2005;;Médio;PAULISTA;PERNAMBUCO;;;Suspenso para Averiguações - dados cadastrais inconsistentes e_ou recadastramento;21/03/2026 20:27
07569660000137;VELOX TRANSPORTE & LOGISTICA LTDA;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;01/09/2008;09/03/2016;Alto;CABO DE SANTO AGOSTINHO;PERNAMBUCO;0,0;0,0;Encerrado;21/03/2026 20:27
07570452000158;ASSOCIACAO DOS ASSENTADOS E ASSENTADAS DO ASSENTAMENTO SAO B;20;Uso de Recursos Naturais;2;Exploração econômica da madeira ou lenha e subprodutos florestais (floresta nativa);20/06/2008;12/05/2014;Médio;MIRANDIBA;PERNAMBUCO;;;Encerrado;21/03/2026 20:27
07574088000102;J.G DA SILVA MATERIAIS DE CONSTRUCAO;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;3;Utilização de substâncias controladas - Protocolo de Montreal;16/02/2011;;...;VITORIA DE SANTO ANTAO;PERNAMBUCO;;;Suspenso para Averiguações - dados cadastrais inconsistentes e_ou recadastramento;21/03/2026 20:27
07575753000174;manoel elias de santana;11;Indústria Têxtil, de Vestuário, Calçados e Artefatos de Tecidos;3;Tingimento, estamparia e outros acabamentos em peças do vestuário e artigos diversos de tecidos;27/11/2008;25/04/2017;Médio;CARUARU;PERNAMBUCO;0,0;0,0;Encerrado;21/03/2026 20:27
07575753000174;manoel elias de santana;20;Uso de Recursos Naturais;9;Consumo de madeira, lenha ou carvão vegetal;27/11/2008;29/06/2018;...;CARUARU;PERNAMBUCO;0,0;0,0;Encerrado;21/03/2026 20:27
07575753000174;manoel elias de santana;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;48;Consumo industrial de madeira, de lenha e de carvão vegetal - Lei nº 12.651/2012: art. 34;29/06/2018;25/04/2017;...;CARUARU;PERNAMBUCO;0,0;0,0;Encerrado;21/03/2026 20:27
07576962000132;CONDOMINIO DO EDIFICIO ALAMEDA DOS PINHEIROS;20;Uso de Recursos Naturais;9;Consumo de madeira, lenha ou carvão vegetal;01/09/2005;29/06/2018;...;RECIFE;PERNAMBUCO;;;Suspenso para Averiguações - dados cadastrais inconsistentes e_ou recadastramento;21/03/2026 20:27
07576962000132;CONDOMINIO DO EDIFICIO ALAMEDA DOS PINHEIROS;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;48;Consumo industrial de madeira, de lenha e de carvão vegetal - Lei nº 12.651/2012: art. 34;29/06/2018;;...;RECIFE;PERNAMBUCO;;;Suspenso para Averiguações - dados cadastrais inconsistentes e_ou recadastramento;21/03/2026 20:27
