CNPJ;Razão Social;Código da categoria;Descrição da categoria;Código da atividade;Descrição da atividade;Data de início da atividade;Data de término da atividade;Potenc. de Pol. da atividade;Município;Estado;Latitude;Longitude;Situação cadastral;Última Atualização Relatório
00270984000120;CAMPINA COUROS IND E COM LTDA;11;Indústria Têxtil, de Vestuário, Calçados e Artefatos de Tecidos;2;Fabricação e acabamento de fios e tecidos;27/10/1994;22/08/2006;Médio;CAMPINA GRANDE;PARAIBA;;;Encerrado;21/03/2026 20:27
00270984000120;CAMPINA COUROS IND E COM LTDA;11;Indústria Têxtil, de Vestuário, Calçados e Artefatos de Tecidos;3;Tingimento, estamparia e outros acabamentos em peças do vestuário e artigos diversos de tecidos;27/10/1994;22/08/2006;Médio;CAMPINA GRANDE;PARAIBA;;;Encerrado;21/03/2026 20:27
00270984000120;CAMPINA COUROS IND E COM LTDA;11;Indústria Têxtil, de Vestuário, Calçados e Artefatos de Tecidos;4;Fabricação de calçados e componentes para calçados;27/10/1994;16/08/2014;Médio;CAMPINA GRANDE;PARAIBA;;;Encerrado;21/03/2026 20:27
00276208000138;PEGMATITOS DO NORDESTE MINERAÇÃO LTDA;2;Indústria de Produtos Minerais Não Metálicos;1;Beneficiamento de minerais não metálicos, não associados a extração;01/04/2002;24/01/2017;Médio;JUNCO DO SERIDO;PARAIBA;-7,076361;-36,370239;Encerrado;21/03/2026 20:27
00276208000138;PEGMATITOS DO NORDESTE MINERAÇÃO LTDA;2;Indústria de Produtos Minerais Não Metálicos;2;Fabricação e elaboração de produtos minerais não metálicos tais como produção de material cerâmico, cimento, gesso, amianto, vidro e similares;01/04/2002;24/01/2017;Médio;JUNCO DO SERIDO;PARAIBA;-7,076361;-36,370239;Encerrado;21/03/2026 20:27
00276208000219;PEGMATITOS DO NORDESTE MINERAÇÃO LTDA;2;Indústria de Produtos Minerais Não Metálicos;1;Beneficiamento de minerais não metálicos, não associados a extração;01/04/2002;29/05/2012;Médio;JUNCO DO SERIDO;PARAIBA;-6,996611;-36,715278;Encerrado;21/03/2026 20:27
00276208000219;PEGMATITOS DO NORDESTE MINERAÇÃO LTDA;2;Indústria de Produtos Minerais Não Metálicos;2;Fabricação e elaboração de produtos minerais não metálicos tais como produção de material cerâmico, cimento, gesso, amianto, vidro e similares;02/11/2002;21/07/2016;Médio;JUNCO DO SERIDO;PARAIBA;-6,996611;-36,715278;Encerrado;21/03/2026 20:27
00276938000139;KERMIT MOREIRA DE OLIVEIRA ME;16;Indústria de Produtos Alimentares e Bebidas;1;Beneficiamento, moagem, torrefação e fabricação de produtos alimentares;01/07/2002;16/06/2006;Médio;CACIMBA DE DENTRO;PARAIBA;;;Encerrado;21/03/2026 20:27
00276938000139;KERMIT MOREIRA DE OLIVEIRA ME;20;Uso de Recursos Naturais;2;Exploração econômica da madeira ou lenha e subprodutos florestais (floresta nativa);01/07/2002;16/06/2006;Médio;CACIMBA DE DENTRO;PARAIBA;;;Encerrado;21/03/2026 20:27
00276970000114;LABORATORIO PESQ MED SOCIEDADE SIMP LTDA;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;3;Utilização de substâncias controladas - Protocolo de Montreal;23/08/2012;;...;JOAO PESSOA;PARAIBA;;;Suspenso para Averiguações - dados cadastrais inconsistentes e_ou recadastramento;21/03/2026 20:27
00279003000106;JOSE LOPES BATISTA;20;Uso de Recursos Naturais;2;Exploração econômica da madeira ou lenha e subprodutos florestais (floresta nativa);01/01/2005;;Médio;TRIUNFO;PARAIBA;;;Suspenso para Averiguações - dados cadastrais inconsistentes e_ou recadastramento;21/03/2026 20:27
00282606000167;CONSTRUTORA EVEREST LTDA;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;48;Consumo industrial de madeira, de lenha e de carvão vegetal - Lei nº 12.651/2012: art. 34;01/01/2019;;...;JOAO PESSOA;PARAIBA;-7,113611;-34,823611;Ativa;21/03/2026 20:27
00282606000167;CONSTRUTORA EVEREST LTDA;22;Obras civis -  não relacionadas no Anexo VIII da Lei nº 6.938/1981;8;Outras obras de infraestrutura - Lei nº 6.938/1981: art. 10;07/11/1994;;...;JOAO PESSOA;PARAIBA;-7,113611;-34,823611;Ativa;21/03/2026 20:27
00282607000101;POLO NORTE COM REFRIG LTDA ME;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;3;Utilização de substâncias controladas - Protocolo de Montreal;17/06/1998;;...;CABEDELO;PARAIBA;-6,9725;-34,838333;Ativa;21/03/2026 20:27
00282704000102;PANIFICADORA DELTA LTDA;16;Indústria de Produtos Alimentares e Bebidas;1;Beneficiamento, moagem, torrefação e fabricação de produtos alimentares;01/10/2003;26/01/2018;Médio;PEDRAS DE FOGO;PARAIBA;;;Encerrado;21/03/2026 20:27
00289194000197;S.E. DA SILVA MACEDO E CIA LTDA - MATRIZ;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;10/11/1994;29/07/2010;Alto;CAMPINA GRANDE;PARAIBA;0,0;0,0;Encerrado;21/03/2026 20:27
00289194000197;S.E. DA SILVA MACEDO E CIA LTDA - MATRIZ;18;Transporte, Terminais, Depósitos e Comércio;55;depósitos de produtos químicos e produtos perigosos - gás GLP;28/07/2010;24/10/2011;Alto;CAMPINA GRANDE;PARAIBA;0,0;0,0;Encerrado;21/03/2026 20:27
00289194000278;S.E. DA SILVA MACEDO E CIA LTDA - FILIAL;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;28/07/2003;24/10/2011;Alto;CAMPINA GRANDE;PARAIBA;;;Encerrado;21/03/2026 20:27
00289351000164;REVENDA DE COMBUSTIVEIS BEZERRA CAVALCANTI LTDA;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;01/01/2001;;Alto;JOAO PESSOA;PARAIBA;-7,108611;-34,827222;Ativa;21/03/2026 20:27
