CNPJ;Razão Social;Código da categoria;Descrição da categoria;Código da atividade;Descrição da atividade;Data de início da atividade;Data de término da atividade;Potenc. de Pol. da atividade;Município;Estado;Latitude;Longitude;Situação cadastral;Última Atualização Relatório
00280273000137;SAMSUNG ELETRONICA DA AMAZONIA LTDA;5;Indústria de material Elétrico, Eletrônico e Comunicações;3;Fabricação de aparelhos elétricos e eletrodomésticos;01/12/1995;;Médio;MANAUS;AMAZONAS;-3,100278;-59,944167;Ativa;21/03/2026 20:26
00280273000137;SAMSUNG ELETRONICA DA AMAZONIA LTDA;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;3;Utilização de substâncias controladas - Protocolo de Montreal;01/12/1995;;...;MANAUS;AMAZONAS;-3,100278;-59,944167;Ativa;21/03/2026 20:26
00291176000140;RAIMUNDO JOSE MENDES VASCONCELOS - ME;16;Indústria de Produtos Alimentares e Bebidas;4;Preparação de pescados e fabricação de conservas de pescados;15/01/2015;;Médio;JUTAI;AMAZONAS;-3,104875;-67,945767;Ativa;21/03/2026 20:26
00291176000140;RAIMUNDO JOSE MENDES VASCONCELOS - ME;18;Transporte, Terminais, Depósitos e Comércio;67;Comércio de motosserra;22/05/1997;16/06/2015;...;JUTAI;AMAZONAS;-3,104875;-67,945767;Ativa;21/03/2026 20:26
00291176000140;RAIMUNDO JOSE MENDES VASCONCELOS - ME;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;27;Porte e uso de motosserra - Lei nº 12.651/2010: art. 69, § 1º;22/05/1997;16/06/2015;...;JUTAI;AMAZONAS;-3,104875;-67,945767;Ativa;21/03/2026 20:26
00297514000150;PROTESYSTEM ENGENHARIA E COMERCIO LTDA;17;Serviços de Utilidade;9;transmissão de energia elétrica;16/11/1994;29/06/2018;...;MANAUS;AMAZONAS;-3,101944;-60,025;Ativa;21/03/2026 20:26
00297514000150;PROTESYSTEM ENGENHARIA E COMERCIO LTDA;17;Serviços de Utilidade;17;Distribuição de energia elétrica;16/11/1994;29/06/2018;...;MANAUS;AMAZONAS;-3,101944;-60,025;Ativa;21/03/2026 20:26
00297514000150;PROTESYSTEM ENGENHARIA E COMERCIO LTDA;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;34;Transmissão de energia elétrica - Lei nº 6.938/1981: art. 10;29/06/2018;;...;MANAUS;AMAZONAS;-3,101944;-60,025;Ativa;21/03/2026 20:26
00297514000150;PROTESYSTEM ENGENHARIA E COMERCIO LTDA;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;37;Distribuição de energia elétrica - Lei nº 6.938/1981: art. 10;29/06/2018;;...;MANAUS;AMAZONAS;-3,101944;-60,025;Ativa;21/03/2026 20:26
00297632000169;PROTERRA PROJETOS E TERRAPLENAGEM LTDA;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;27;Porte e uso de motosserra - Lei nº 12.651/2010: art. 69, § 1º;07/08/2007;;...;MANAUS;AMAZONAS;;;Suspenso para Averiguações - dados cadastrais inconsistentes e_ou recadastramento;21/03/2026 20:26
